I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-104.79,-313.9,-70.549,173.53,-25.559,-382.49,-39.741,,-52.124,,-63.18,
-113.36,-303.13,-68.745,170.93,-27.894,-376.69,-33.105,,-48.533,,-66.182,
-121.81,-287.71,-69.12,167.37,-28.875,-371.03,-23.819,,-44.326,,-69.843,
-128.18,-266.73,-70.748,162.36,-30.179,-363.96,-15.828,,-56.102,,-73.945,
-130.33,-240.81,-69.513,154.73,-33.288,-354.19,-17.534,,-64.341,,-77.606,
-126.35,-213.45,-60.275,142.86,-39.118,-340.53,-22.401,,-68.485,,-78.704,
-115.63,-189.86,-39.303,126.49,-47.124,-320.27,-24.448,,-74.338,,-74.292,
-103.89,-176.0,-6.5577,112.63,-57.358,-287.57,-21.465,,-78.2,,-61.237,
-114.94,-182.1,35.434,122.94,-76.675,-245.52,-4.7376,,-73.744,,-58.075,
-151.62,-174.1,81.988,136.07,-107.96,-209.84,33.158,,-53.053,,-77.099,
-177.94,-151.32,125.58,136.22,-143.21,-178.42,89.631,,-8.6916,,-107.44,
-199.3,-130.7,158.15,134.93,-175.42,-153.41,159.2,,65.386,,-143.86,
-211.25,-109.6,172.95,130.0,-197.56,-138.87,231.11,,173.43,,-176.89,
-204.7,-84.753,168.09,116.1,-198.53,-131.29,291.28,,314.65,,-191.8,
-165.54,-51.787,148.7,81.488,-170.47,-123.02,328.64,,482.47,,-169.84,
-84.211,4.8166,123.57,11.446,-118.29,-104.16,335.19,,665.09,,-88.817,
35.354,100.66,102.14,-98.353,-50.573,-65.198,310.04,,844.32,,77.239,
180.32,234.6,94.001,-239.34,23.749,-2.7324,255.89,,997.59,,353.47,
332.96,391.1,102.54,-394.73,95.994,77.14,175.48,,1102.5,,751.18,
473.5,546.1,110.68,-542.98,158.58,160.88,84.13,,1140.9,,1256.1,
582.6,673.5,114.18,-661.67,204.36,232.42,-0.2842,,1104.4,,1827.5,
643.93,751.45,124.74,-731.88,227.28,278.14,-63.569,,995.77,,2398.8,
646.31,766.61,137.87,-741.36,223.15,289.63,-92.222,,826.55,,2881.7,
586.19,714.39,142.49,-685.89,190.63,264.12,-76.036,,610.01,,3178.8,
469.3,598.97,136.9,-569.77,133.01,204.14,-14.35,,357.92,,3208.2,
310.42,432.5,122.73,-405.79,58.218,117.15,81.153,,80.368,,2933.3,
130.42,234.56,103.76,-214.21,-23.316,14.809,187.96,,-211.57,,2381.5,
-46.935,30.404,83.879,-19.676,-100.93,-89.894,279.79,,-501.78,,1644.4,
-197.77,-153.79,62.916,152.78,-164.41,-186.24,334.67,,-767.04,,856.3,
-301.4,-298.95,38.694,282.55,-204.08,-260.08,340.48,,-980.17,,156.78,
-347.52,-395.13,8.2611,358.89,-216.87,-316.72,295.88,,-1118.5,,-353.76,
-344.07,-443.76,-28.046,384.94,-202.98,-354.4,210.36,,-1173.5,,-644.26,
-305.23,-447.44,-67.285,368.9,-169.78,-375.11,100.17,,-1145.3,,-743.84,
-251.15,-426.51,-103.9,331.92,-126.09,-376.95,-17.539,,-1053.6,,-700.41,
-194.21,-387.18,-131.7,283.56,-80.331,-363.52,-119.59,,-920.88,,-580.49,
-141.2,-335.83,-147.21,230.97,-50.383,-337.09,-188.74,,-770.24,,-436.01,
-98.19,-277.99,-148.17,177.62,-42.968,-301.05,-219.28,,-619.98,,-303.64,
-72.347,-218.28,-133.31,130.08,-39.677,-259.9,-214.79,,-481.89,,-197.11,
-57.432,-161.82,-106.81,93.013,-36.951,-218.92,-185.47,,-362.64,,-120.09,
-48.609,-114.69,-74.058,65.317,-38.02,-181.22,-141.8,,-264.51,,-72.469,
-44.072,-77.052,-40.123,41.952,-39.779,-146.18,-90.999,,-185.46,,-46.324,
-41.586,-43.196,-10.546,19.818,-38.081,-116.86,-41.209,,-123.07,,-33.626,
-36.03,-12.014,10.246,2.9255,-35.134,-93.766,-5.4396,,-77.042,,-26.942,
-26.426,9.3594,22.255,-5.1239,-33.178,-75.278,10.771,,-46.414,,-22.901,
-16.281,13.679,27.3,-13.441,-32.229,-60.116,15.622,,-29.348,,-22.097,
-7.0781,14.788,29.22,-25.118,-32.008,-48.092,20.85,,-21.906,,-26.801,
0.74091,24.73,29.348,-37.905,-32.296,-40.138,26.061,,-20.666,,-21.853,
7.1289,38.805,25.552,-50.205,-32.89,-37.508,29.451,,-21.867,,-13.048,
12.355,53.044,20.753,-61.435,-33.59,-37.95,32.002,,-14.361,,-5.9884,
16.859,66.162,21.44,-71.524,-34.212,-35.232,34.627,,-6.536,,-0.63587,
21.068,77.893,23.421,-80.612,-34.591,-30.91,36.927,,-2.3894,,3.5122,
25.254,88.257,25.021,-88.882,-34.636,-26.933,38.723,,1.4211,,6.8569,
29.462,97.366,26.172,-96.456,-34.398,-23.497,40.018,,4.4435,,9.6728,
33.548,105.39,26.969,-103.36,-34.039,-20.412,40.864,,6.6783,,12.148,
37.288,112.53,27.556,-109.58,-33.736,-17.453,41.377,,8.3881,,14.421,
40.506,118.97,28.042,-115.1,-33.593,-14.446,41.695,,9.8044,,16.606,
43.173,124.84,28.432,-120.0,-33.612,-11.311,41.934,,11.08,,18.791,
45.428,130.27,28.657,-124.44,-33.712,-8.0648,42.154,,12.293,,21.03,
47.532,135.35,28.653,-128.63,-33.772,-4.7912,42.368,,13.47,,23.329,
49.76,140.15,28.413,-132.75,-33.679,-1.5947,42.557,,14.602,,25.649,
52.305,144.72,28.0,-136.89,-33.383,1.4315,42.695,,15.67,,27.931,
55.23,149.06,27.537,-141.01,-32.91,4.2215,42.759,,16.656,,30.117,
58.482,153.09,27.138,-145.0,-32.334,6.7401,42.744,,17.551,,32.177,
61.939,156.71,26.836,-148.73,-31.736,8.9775,42.656,,18.365,,34.126,
65.464,159.85,26.553,-152.1,-31.163,10.941,42.513,,19.12,,36.034,
68.952,162.52,26.131,-155.12,-30.611,12.651,42.334,,19.851,,38.016,
72.356,164.79,25.4,-157.87,-30.044,14.155,42.142,,20.595,,40.214,
75.687,166.8,24.235,-160.46,-29.411,15.525,41.956,,21.388,,42.766,
78.991,168.72,22.593,-163.01,-28.669,16.855,41.792,,22.252,,45.77,
82.314,170.68,20.531,-165.56,-27.796,18.234,41.657,,23.193,,49.279,
85.698,172.75,18.202,-168.13,-26.791,19.723,41.555,,24.205,,53.313,
89.198,174.93,15.814,-170.67,-25.67,21.341,41.479,,25.273,,57.899,
92.92,177.16,13.561,-173.17,-24.455,23.066,41.426,,26.386,,63.087,
97.045,179.37,11.567,-175.63,-23.165,24.847,41.388,,27.544,,68.959,
101.81,181.55,9.8369,-178.11,-21.798,26.637,41.362,,28.761,,75.6,
107.48,183.75,8.2782,-180.7,-20.31,28.426,41.345,,30.057,,83.047,
114.24,186.07,6.7678,-183.53,-18.603,30.248,41.331,,31.456,,91.258,
122.14,188.67,5.2249,-186.69,-16.545,32.179,41.315,,32.974,,100.1,
130.97,191.71,3.6293,-190.25,-14.002,34.315,41.293,,34.618,,109.38,
140.24,195.34,1.9973,-194.24,-10.897,36.756,41.256,,36.384,,118.89,
149.38,199.64,0.36321,-198.66,-7.2509,39.604,41.197,,38.261,,128.51,
157.98,204.65,-1.2178,-203.58,-3.1885,42.946,41.104,,40.232,,138.15,
165.87,210.37,-2.6708,-209.08,1.1095,46.844,40.968,,42.277,,147.84,
173.16,216.85,-3.9248,-215.36,5.4772,51.317,40.777,,44.37,,157.63,
180.03,224.19,-4.9499,-222.72,9.8269,56.312,40.518,,46.478,,167.63,
186.74,232.56,-5.7795,-231.59,14.172,61.69,40.171,,48.554,,177.91,
193.48,242.19,-6.4942,-242.43,18.602,67.246,39.713,,50.539,,188.53,
200.43,253.26,-7.1785,-255.49,23.223,72.775,39.119,,52.367,,199.54,
207.69,265.85,-7.8779,-270.63,28.107,78.141,38.369,,53.973,,210.91,
215.29,279.81,-8.5768,-287.22,33.262,83.306,37.454,,55.301,,222.63,
223.22,294.86,-9.2008,-304.41,38.614,88.307,36.366,,56.309,,234.68,
231.48,310.69,-9.6437,-321.49,44.02,93.197,35.083,,56.969,,247.07,
240.07,327.1,-9.8145,-338.02,49.296,97.992,33.548,,57.252,,259.78,
249.05,343.79,-9.6825,-353.72,54.28,102.66,31.642,,57.129,,272.79,
258.51,360.31,-9.2909,-368.32,58.865,107.15,29.161,,56.571,,286.03,
268.46,375.95,-8.7324,-381.6,62.989,111.44,25.806,,55.559,,299.44,
278.71,390.03,-8.1098,-393.37,66.608,115.61,21.177,,54.092,,312.93,
288.86,402.13,-7.5014,-403.59,69.683,119.78,14.841,,52.187,,326.45,
298.42,412.22,-6.9421,-412.33,72.181,124.15,6.478,,49.876,,339.99,
306.97,420.57,-6.4221,-419.78,74.101,128.93,-3.8946,,47.195,,353.55,
314.33,427.56,-5.9029,-426.19,75.485,134.33,-15.811,,44.182,,367.13,
320.61,433.59,-5.3424,-431.84,76.432,140.45,-28.513,,40.872,,380.74,
326.14,438.94,-4.7212,-436.98,77.086,147.24,-41.338,,37.287,,394.34,
331.26,443.74,-4.0587,-441.76,77.622,154.36,-54.023,,33.437,,407.87,
336.29,447.99,-3.4148,-446.24,78.213,161.24,-66.698,,29.315,,421.28,
341.42,451.67,-2.8746,-450.38,79.001,167.34,-79.601,,24.899,,434.49,
346.66,454.77,-2.5239,-454.14,80.064,172.35,-92.801,,20.149,,447.4,
351.93,457.33,-2.4272,-457.51,81.405,176.3,-106.18,,15.0,,459.91,
357.11,459.47,-2.6226,-460.56,82.98,179.36,-119.62,,9.3665,,471.94,
362.15,461.32,-3.1348,-463.36,84.745,181.79,-133.07,,3.141,,483.49,
367.04,463.0,-3.995,-466.01,86.702,183.79,-146.54,,-3.7886,,494.69,
371.88,464.6,-5.2551,-468.6,88.912,185.49,-160.07,,-11.517,,505.76,
376.74,466.15,-6.9906,-471.15,91.457,186.94,-173.69,,-20.087,,517.0,
381.68,467.65,-9.3048,-473.67,94.404,188.08,-187.36,,-29.463,,528.73,
386.74,469.07,-12.338,-476.14,97.777,188.84,-201.04,,-39.519,,541.21,
391.88,470.39,-16.278,-478.54,101.58,189.13,-214.61,,-50.109,,554.69,
397.08,471.58,-21.375,-480.84,105.82,188.82,-227.92,,-61.155,,569.26,
402.25,472.62,-27.916,-483.0,110.52,187.76,-240.85,,-72.689,,584.74,
407.3,473.46,-36.018,-484.98,115.7,185.76,-253.27,,-84.762,,600.55,
412.11,474.06,-45.254,-486.73,121.35,182.6,-265.1,,-97.317,,615.78,
416.56,474.35,-54.785,-488.2,127.43,178.11,-276.27,,-110.14,,629.53,
420.55,474.23,-64.014,-489.33,133.78,172.21,-286.74,,-122.94,,641.25,
424.02,473.63,-72.541,-490.09,140.15,165.08,-296.47,,-135.47,,650.83,
426.94,472.47,-80.007,-490.44,146.17,157.11,-305.44,,-147.56,,658.49,
429.3,470.64,-86.834,-490.35,151.56,148.86,-313.64,,-159.15,,664.59,
431.06,467.99,-94.111,-489.74,156.16,140.81,-321.07,,-170.19,,669.45,
432.2,464.23,-102.34,-488.48,159.99,133.28,-327.7,,-180.68,,673.3,
432.64,458.9,-111.13,-486.39,163.09,126.33,-333.55,,-190.63,,676.28,
432.32,451.49,-119.96,-483.24,165.49,119.75,-338.63,,-200.06,,678.45,
431.15,441.6,-128.57,-478.78,167.26,113.24,-343.03,,-209.05,,679.74,
429.03,429.31,-136.78,-472.9,168.44,106.53,-346.82,,-217.69,,680.01,
425.91,415.18,-144.42,-465.56,169.08,99.505,-350.11,,-226.15,,678.95,
421.72,399.87,-151.49,-456.88,169.2,92.16,-352.85,,-234.56,,676.12,
416.35,383.59,-158.25,-446.99,168.78,84.546,-354.55,,-243.02,,670.94,
409.67,365.97,-165.02,-436.01,167.79,76.707,-354.1,,-251.29,,662.79,
401.56,346.59,-172.02,-423.95,166.19,68.694,-350.21,,-258.69,,651.33,
391.88,325.62,-179.07,-410.75,163.91,60.587,-342.19,,-264.17,,636.71,
380.57,304.14,-185.6,-396.31,160.92,52.481,-330.08,,-266.98,,619.58,
367.62,283.64,-191.01,-380.54,157.19,44.437,-314.35,,-266.84,,600.68,
353.09,265.08,-194.98,-363.45,152.69,36.449,-295.66,,-263.57,,580.49,
337.11,248.56,-197.57,-345.18,147.38,28.465,-274.69,,-256.66,,559.27,
319.8,233.68,-198.98,-325.96,141.25,20.456,-252.13,,-245.39,,537.25,
301.27,219.94,-199.49,-305.95,134.37,12.471,-228.7,,-229.41,,514.7,
281.86,206.89,-199.37,-285.29,127.0,4.6298,-205.04,,-209.29,,491.84,
262.43,194.1,-198.96,-264.48,119.53,-2.9405,-181.57,,-186.5,,468.66,
244.2,181.08,-198.54,-244.57,112.36,-10.146,-158.47,,-162.68,,444.93,
228.01,167.25,-198.42,-226.69,105.68,-16.931,-135.72,,-138.94,,420.39,
213.83,152.0,-198.84,-211.09,99.484,-23.292,-113.21,,-115.74,,394.87,
200.96,134.9,-199.92,-197.09,93.627,-29.297,-90.619,,-93.27,,368.41,
188.57,116.12,-201.69,-183.7,87.95,-35.128,-67.614,,-71.654,,341.23,
175.99,96.485,-204.11,-170.1,82.307,-41.119,-44.608,,-51.16,,313.62,
162.74,77.033,-207.1,-155.72,76.529,-47.814,-23.533,,-32.203,,285.85,
148.51,58.397,-210.62,-140.25,70.43,-55.991,-6.5497,,-15.298,,258.13,
133.24,40.66,-214.59,-123.58,63.889,-66.465,5.8993,,-1.0389,,230.61,
117.11,23.603,-218.96,-105.86,56.996,-79.532,14.928,,10.015,,203.43,
100.58,7.0066,-223.64,-87.487,50.094,-94.466,21.874,,17.784,,176.72,
84.21,-9.1453,-228.61,-69.085,43.649,-109.87,27.488,,23.108,,150.68,
68.521,-24.569,-233.97,-51.267,38.026,-124.64,32.013,,27.248,,125.49,
53.837,-38.765,-239.91,-34.487,33.352,-138.53,35.643,,30.997,,101.22,
40.306,-51.315,-246.48,-18.998,29.526,-151.93,38.645,,34.537,,78.134,
27.958,-62.196,-253.34,-4.9305,26.335,-165.27,41.26,,37.773,,57.178,
16.757,-71.838,-259.91,7.6478,23.584,-178.57,43.637,,40.561,,39.788,
6.6579,-80.891,-265.85,18.711,21.178,-191.36,45.831,,42.794,,26.552,
-2.3536,-89.934,-271.24,28.272,19.109,-203.15,47.833,,44.418,,16.77,
-10.246,-99.274,-276.31,36.37,17.405,-213.84,49.599,,45.434,,9.2962,
-16.958,-108.89,-281.31,43.072,16.087,-223.62,51.086,,45.903,,3.2426,
-22.454,-118.52,-286.37,48.472,15.153,-232.67,52.281,,45.93,,-1.8885,
-26.764,-127.75,-291.55,52.704,14.58,-240.93,53.205,,45.646,,-6.3178,
-30.01,-136.17,-296.76,55.934,14.312,-248.1,53.91,,45.186,,-10.118,
-32.374,-143.45,-301.76,58.34,14.262,-253.76,54.466,,44.672,,-13.305,
-34.059,-149.37,-306.17,60.092,14.321,-257.72,54.936,,44.201,,-15.895,
-35.243,-153.92,-309.62,61.328,14.39,-260.07,55.36,,43.838,,-17.929,
-36.06,-157.16,-311.94,62.153,14.401,-261.09,55.752,,43.622,,-19.473,
-36.595,-159.16,-313.23,62.64,14.325,-261.07,56.107,,43.573,,-20.599,
-36.898,-159.97,-313.62,62.833,14.156,-260.21,56.43,,43.71,,-21.371,
-36.994,-159.53,-313.19,62.753,13.886,-258.56,56.743,,44.052,,-21.824,
-36.892,-157.73,-312.06,62.405,13.499,-256.18,57.091,,44.628,,-21.972,
-36.58,-154.36,-310.38,61.78,12.978,-253.1,57.532,,45.469,,-21.809,
-36.025,-149.25,-308.19,60.853,12.328,-249.38,58.125,,46.61,,-21.322,
-35.177,-142.45,-305.41,59.591,11.572,-245.04,58.92,,48.084,,-20.503,
-33.992,-134.38,-301.82,57.956,10.737,-239.99,59.965,,49.918,,-19.347,
-32.458,-125.71,-297.18,55.919,9.8239,-234.0,61.296,,52.138,,-17.858,
-30.611,-117.1,-291.27,53.465,8.8038,-226.69,62.941,,54.764,,-16.054,
-28.526,-108.99,-284.08,50.606,7.6347,-217.67,64.9,,57.805,,-13.974,
-26.292,-101.57,-275.94,47.377,6.2929,-206.67,67.136,,61.252,,-11.671,
-23.984,-94.876,-267.43,43.824,4.7881,-193.86,69.562,,65.074,,-9.1998,
-21.637,-88.849,-259.04,39.984,3.1587,-179.84,72.05,,69.216,,-6.6049,
-19.25,-83.34,-251.0,35.873,1.4563,-165.38,74.44,,73.604,,-3.9159,
-16.785,-78.159,-243.25,31.476,-0.26675,-150.87,76.555,,78.135,,-1.1509,
-14.189,-73.102,-235.56,26.748,-1.966,-136.23,78.221,,82.684,,1.6717,
-11.402,-67.971,-227.59,21.629,-3.6071,-121.26,79.292,,87.099,,4.5173,
-8.3746,-62.573,-218.97,16.063,-5.1616,-106.16,79.668,,91.213,,7.321,
-5.0754,-56.738,-209.5,10.029,-6.5988,-91.693,79.307,,94.863,,9.9813,
-1.5013,-50.344,-199.27,3.5687,-7.8806,-78.919,78.244,,97.918,,12.371,
2.3094,-43.353,-188.73,-3.2027,-8.9717,-68.584,76.597,,100.29,,14.366,
6.2669,-35.848,-178.52,-10.102,-9.8557,-60.756,74.537,,101.93,,15.872,
10.242,-28.015,-169.12,-16.916,-10.544,-54.881,72.193,,102.81,,16.856,
14.113,-20.091,-160.72,-23.472,-11.065,-50.195,69.541,,102.85,,17.352,
17.827,-12.259,-153.15,-29.702,-11.445,-46.143,66.362,,101.9,,17.451,
21.442,-4.5846,-146.15,-35.68,-11.682,-42.454,62.315,,99.723,,17.268,
25.134,2.9807,-139.68,-41.604,-11.735,-39.016,57.107,,96.105,,16.91,
29.15,10.53,-134.21,-47.735,-11.526,-35.766,50.638,,91.001,,16.451,
33.734,18.135,-130.48,-54.315,-10.964,-32.662,43.098,,84.617,,15.929,
39.027,25.811,-128.48,-61.482,-9.9805,-29.676,34.95,,77.412,,15.36,
44.993,33.522,-127.54,-69.199,-8.5645,-26.785,26.852,,69.982,,14.762,
51.413,41.177,-127.08,-77.233,-6.7773,-23.971,19.516,,62.892,,14.16,
57.945,48.624,-126.79,-85.213,-4.7344,-21.224,13.553,,56.526,,13.583,
64.23,55.655,-126.56,-92.751,-2.5667,-18.561,9.3084,,51.051,,13.049,
69.984,62.051,-126.34,-99.551,-0.38627,-16.028,6.7771,,46.467,,12.564,
75.047,67.644,-126.13,-105.46,1.7307,-13.685,5.6303,,42.685,,12.118,
79.389,72.364,-125.93,-110.45,3.7504,-11.589,5.3585,,39.584,,11.686,
83.101,76.235,-125.77,-114.62,5.6853,-9.7783,5.479,,37.05,,11.223,
86.35,79.363,-125.68,-118.09,7.5797,-8.2708,5.7271,,35.003,,10.669,
89.327,81.913,-125.65,-121.06,9.4758,-7.0513,6.1278,,33.401,,9.9683,
92.2,84.1,-125.67,-123.72,11.383,-6.0676,6.8948,,32.228,,9.0987,
95.105,86.17,-125.71,-126.27,13.279,-5.2389,8.2338,,31.462,,8.0823,
98.148,88.354,-125.75,-128.91,15.129,-4.4762,10.198,,31.054,,6.9751,
101.39,90.81,-125.77,-131.73,16.908,-3.7095,12.669,,30.925,,5.8388,
104.79,93.559,-125.79,-134.71,18.595,-2.9134,15.438,,30.971,,4.7102,
108.21,96.435,-125.82,-137.68,20.161,-2.1195,18.286,,31.093,,3.5861,
111.37,99.111,-125.88,-140.31,21.551,-1.4076,21.04,,31.2,,2.4298,
113.89,101.18,-125.94,-142.23,22.687,-0.8737,23.581,,31.227,,1.1961,
115.44,102.29,-126.0,-143.18,23.501,-0.58961,25.844,,31.127,,-0.13991,
115.84,102.29,-126.02,-143.03,23.972,-0.57412,27.797,,30.864,,-1.5672,
115.12,101.28,-126.01,-141.87,24.158,-0.77931,29.432,,30.402,,-3.0442,
113.55,99.589,-125.97,-139.95,24.101,-1.0831,30.752,,29.687,,-4.5234,
111.4,97.698,-125.92,-137.59,23.76,-1.2797,31.771,,28.658,,-5.9879,
108.83,96.152,-125.87,-135.11,22.934,-1.0787,32.523,,27.281,,-7.4925,
105.77,95.418,-125.67,-132.72,21.315,-0.14281,33.07,,25.602,,-9.1984,
101.94,95.745,-124.5,-130.44,18.682,1.813,33.517,,23.828,,-11.379,
97.143,97.082,-120.87,-128.13,15.117,4.8771,34.05,,22.399,,-14.364,
91.38,99.106,-117.15,-125.54,11.037,8.8448,34.984,,21.966,,-18.405,
84.947,101.43,-114.11,-122.49,6.9657,13.33,36.674,,23.166,,-23.487,
78.246,103.91,-111.86,-119.12,3.3163,18.077,38.505,,25.086,,-29.168,
71.717,106.99,-110.44,-116.2,0.11018,23.132,33.093,,-0.2169,,-34.587,
66.035,111.8,-107.42,-115.12,-3.175,28.703,20.053,,-9.3613,,-38.605,
62.454,119.83,-98.713,-117.76,-7.0831,34.85,14.9,,-16.433,,-39.737,
63.513,131.64,-81.853,-125.57,-11.324,40.643,15.327,,-22.797,,-35.675,
72.501,144.68,-55.913,-137.01,-15.521,43.161,22.166,,-23.493,,-32.111,
75.185,137.25,-21.826,-136.54,-23.906,55.447,40.858,,-11.578,,-45.429,
20.288,106.67,14.834,-85.622,-50.864,81.991,76.939,,21.691,,-64.489,
-25.622,107.23,51.047,-61.993,-91.034,104.06,131.38,,85.374,,-94.271,
-55.52,111.99,79.271,-47.322,-123.94,122.98,199.8,,184.75,,-131.31,
-68.746,121.22,91.526,-44.009,-139.05,135.88,272.43,,321.12,,-164.86,
-54.442,138.71,89.644,-59.765,-129.05,143.15,336.28,,491.32,,-176.67,
-4.2597,175.29,78.986,-103.08,-96.973,153.8,379.0,,684.57,,-141.84,
83.869,244.73,66.383,-181.55,-47.524,178.06,390.51,,881.76,,-21.062,
205.32,353.33,60.944,-295.62,13.466,224.51,365.91,,1057.1,,208.52,
347.35,493.57,69.589,-435.51,77.725,294.72,307.92,,1182.2,,557.25,
492.41,646.81,93.774,-583.3,134.55,380.48,224.17,,1233.6,,1022.7,
621.76,788.76,128.91,-717.21,173.42,466.85,125.55,,1201.0,,1583.5,
716.37,895.36,165.95,-816.13,189.34,536.68,28.329,,1089.3,,2193.5,
759.32,947.97,194.42,-863.34,183.16,574.94,-46.665,,914.87,,2778.8,
740.21,935.89,205.36,-848.85,160.34,571.82,-83.685,,696.85,,3242.2,
661.52,856.71,192.32,-771.92,130.75,524.03,-76.989,,448.5,,3481.0,
535.96,716.34,154.32,-641.02,101.95,435.2,-28.612,,176.73,,3416.8,
380.85,529.21,96.349,-471.93,80.107,315.56,52.559,,-110.45,,3026.3,
215.45,317.56,27.557,-284.93,67.175,180.2,149.0,,-398.42,,2359.2,
64.343,107.22,-42.105,-102.61,55.026,45.876,232.44,,-666.52,,1531.4,
-58.086,-75.833,-105.39,51.215,40.783,-72.841,265.96,,-888.22,,694.27,
-141.86,-214.73,-159.4,163.69,32.007,-166.42,239.82,,-1037.3,,-10.35,
-182.4,-303.89,-204.09,230.83,36.776,-231.13,179.85,,-1101.4,,-491.85,
-182.95,-348.8,-239.49,260.3,49.717,-268.25,97.983,,-1084.7,,-729.62,
-123.51,-361.26,-264.39,246.96,57.29,-283.52,4.3901,,-992.59,,-763.34,
-62.679,-310.91,-276.81,179.55,57.023,-278.58,-82.035,,-859.29,,-666.17,
-3.9836,-255.83,-275.15,123.08,54.222,-260.7,-138.11,,-705.31,,-516.23,
36.935,-190.72,-259.52,57.908,52.264,-230.91,-167.94,,-550.34,,-366.32,
33.46,-107.07,-233.63,8.546,51.857,-190.91,-173.01,,-408.2,,-236.35,
32.242,-58.524,-200.14,4.5673,52.721,-144.07,-148.58,,-287.65,,-142.33,
35.454,-40.24,-163.67,-1.676,54.398,-98.453,-101.98,,-192.72,,-85.81,
41.634,-19.409,-131.25,-11.995,56.44,-64.544,-49.244,,-121.4,,-51.853,
49.404,-2.5405,-106.91,-21.824,58.352,-44.237,-14.649,,-70.909,,-33.477,
57.857,5.6392,-88.61,-30.361,59.298,-31.834,-4.5283,,-38.067,,-26.199,
66.112,10.125,-74.962,-39.69,58.281,-24.062,0.48304,,-19.638,,-23.487,
73.19,18.658,-64.49,-49.872,55.032,-20.678,6.5272,,-11.649,,-24.15,
78.323,30.366,-54.049,-59.637,50.044,-18.805,11.544,,-10.066,,-36.835,
81.014,41.942,-43.75,-67.93,43.84,-12.246,15.092,,-11.406,,-39.828,
81.133,51.732,-36.434,-74.042,36.873,-3.7458,18.105,,-5.3141,,-35.64,
79.013,59.165,-30.913,-77.591,29.683,3.9945,21.007,,0.65153,,-32.866,
75.26,64.104,-24.648,-78.602,22.822,10.284,23.179,,4.1963,,-31.543,
70.452,66.628,-18.496,-77.427,16.642,14.946,24.33,,6.7942,,-31.055,
64.987,67.004,-13.231,-74.532,11.227,18.066,24.615,,8.2567,,-30.922,
59.056,65.626,-8.6741,-70.348,6.4993,19.89,24.273,,8.8863,,-30.856,
52.741,62.916,-4.8682,-65.219,2.3253,20.701,23.493,,8.9809,,-30.716,
46.104,59.227,-1.7931,-59.411,-1.3966,20.735,22.403,,8.7471,,-30.457,
39.246,54.796,0.59993,-53.131,-4.7055,20.124,21.076,,8.3045,,-30.092,
32.295,49.742,2.3678,-46.529,-7.5985,18.903,19.537,,7.7114,,-29.651,
25.367,44.106,3.5808,-39.698,-10.078,17.068,17.787,,6.9982,,-29.155,
18.547,37.898,4.326,-32.702,-12.185,14.634,15.825,,6.1959,,-28.593,
11.908,31.136,4.6994,-25.588,-13.975,11.655,13.668,,5.3475,,-27.93,
5.5572,23.872,4.7809,-18.436,-15.498,8.199,11.363,,4.4995,,-27.127,
-0.35024,16.194,4.606,-11.354,-16.759,4.3177,8.9643,,3.6861,,-26.165,
-5.6512,8.2258,4.1553,-4.4807,-17.726,0.052487,6.5153,,2.9245,,-25.06,
-10.236,0.12349,3.382,2.052,-18.365,-4.5272,4.0536,,2.2242,,-23.847,
