I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-14.307,-5.7954,-1.4658,8.8824,-12.273,-3.3444,,,,7.1703e-08,,
-14.003,-5.2974,-1.099,8.4056,-12.476,-2.9625,,,,7.2495e-08,,
-13.748,-4.7616,-0.7123,7.9552,-12.724,-2.5375,,,,7.3271e-08,,
-13.535,-4.1662,-0.24938,7.5379,-12.994,-2.0468,,,,7.4032e-08,,
-13.353,-3.5061,0.30509,7.1579,-13.244,-1.4816,,,,7.4778e-08,,
-13.19,-2.7869,0.92037,6.8081,-13.435,-0.85343,,,,7.5509e-08,,
-13.021,-2.0333,1.5321,6.4718,-13.539,-0.2059,,,,7.6224e-08,,
-12.815,-1.292,2.0731,6.1331,-13.549,0.39581,,,,7.6925e-08,,
-12.555,-0.61936,2.5006,5.7872,-13.483,0.8933,,,,7.7611e-08,,
-12.246,-0.063072,2.8005,5.4447,-13.374,1.2549,,,,7.8282e-08,,
-11.914,0.34717,2.9809,5.1258,-13.263,1.4811,,,,7.8939e-08,,
-11.588,0.60715,3.0714,4.85,-13.184,1.6019,,,,7.9582e-08,,
-11.288,0.74366,3.126,4.6275,-13.157,1.6683,,,,8.021e-08,,
-11.018,0.81031,3.2117,4.4561,-13.179,1.7392,,,,8.0824e-08,,
-10.764,0.87072,3.3837,4.3238,-13.212,1.8696,,,,8.1424e-08,,
-10.501,0.97739,3.6606,4.2129,-13.189,2.0957,,,,8.2011e-08,,
-10.209,1.1557,4.008,4.1028,-13.035,2.4156,,,,8.2583e-08,,
-9.8719,1.3968,4.3344,3.9718,-12.7,2.7708,,,,8.3142e-08,,
-9.4876,1.6678,4.5101,3.8045,-12.181,3.0532,,,,8.3688e-08,,
-9.0557,1.9424,4.4241,3.5931,-11.519,3.1671,,,,8.422e-08,,
-8.5741,2.2309,4.0506,3.3263,-10.772,3.0899,,,,8.4739e-08,,
-8.0346,2.5753,3.4476,2.9758,-9.998,2.8607,,,,8.5245e-08,,
-7.4222,3.0242,2.7033,2.4912,-9.2343,2.5475,,,,8.5738e-08,,
-6.7184,3.6279,1.9116,1.8019,-8.4956,2.2434,,,,8.6218e-08,,
-5.9125,4.4628,1.1778,0.82759,-7.7752,2.068,,,,8.6686e-08,,
-5.0148,5.6577,0.60839,-0.49859,-7.0548,2.1524,,,,8.7141e-08,,
-4.0598,7.3782,0.28497,-2.2146,-6.3211,2.627,,,,8.7583e-08,,
-3.0834,9.7801,0.25148,-4.3498,-5.5747,3.6351,,,,8.8014e-08,,
-2.0861,12.971,0.51809,-6.9693,-4.8287,5.346,,,,8.8432e-08,,
-1.0133,16.96,1.0695,-10.172,-4.1001,7.8871,,,,8.8838e-08,,
0.23954,21.596,1.8716,-13.985,-3.4042,11.176,,,,8.9232e-08,,
1.8142,26.565,2.8655,-18.222,-2.7542,14.895,,,,8.9984e-08,,
3.8725,31.484,3.9612,-22.49,-2.1609,18.692,,,,9.0343e-08,,
6.5553,36.072,5.0717,-26.417,-1.6309,22.323,,,,9.0691e-08,,
9.9064,40.246,6.1635,-29.824,-1.1629,25.675,,,,9.1027e-08,,
13.816,44.108,7.2483,-32.753,-0.74071,28.764,,,,9.1352e-08,,
18.054,47.865,8.3167,-35.381,-0.32215,31.717,,,,9.1666e-08,,
22.377,51.767,9.2941,-37.914,0.17073,34.75,,,,9.1969e-08,,
26.62,56.048,10.062,-40.494,0.86269,38.136,,,,9.2262e-08,,
30.716,60.926,10.528,-43.166,1.9345,41.9,,,,9.2543e-08,,
34.648,66.458,10.733,-45.946,3.5675,45.266,,,,9.2815e-08,,
38.413,72.011,10.991,-48.97,5.732,47.453,,,,9.3307e-08,,
42.041,76.78,11.831,-52.535,8.2347,48.778,,,,9.3777e-08,,
45.637,80.676,13.014,-56.803,11.172,49.434,,,,9.4226e-08,,
49.426,83.859,12.806,-61.439,14.792,49.158,,,,9.4427e-08,,
53.726,86.447,10.208,-65.755,19.162,47.887,,,,9.4618e-08,,
58.78,88.065,5.3792,-69.04,24.143,45.562,,,,9.4799e-08,,
64.419,87.492,-1.562,-70.699,29.462,41.784,,,,9.4972e-08,,
69.824,82.851,-10.365,-70.327,34.77,35.942,,,,9.5135e-08,,
73.796,72.566,-20.277,-67.765,39.695,27.691,,,,9.5289e-08,,
75.453,58.263,-30.225,-63.126,43.951,17.525,,,,9.5434e-08,,
74.685,44.833,-39.497,-56.824,47.616,6.8219,,,,9.557e-08,,
72.019,34.333,-48.382,-49.568,51.418,-2.8987,,,,9.5698e-08,,
68.13,25.91,-57.512,-42.327,56.011,-10.599,,,,9.5817e-08,,
63.459,18.707,-65.397,-35.945,59.745,-15.81,,,,9.5928e-08,,
58.196,12.391,-69.786,-30.715,60.409,-18.346,,,,9.6031e-08,,
52.507,6.8361,-70.809,-26.45,58.225,-18.279,,,,9.6126e-08,,
46.674,2.0722,-69.221,-22.837,53.735,-16.563,,,,9.6216e-08,,
40.939,-1.4173,-65.278,-19.626,47.606,-14.704,,,,9.6308e-08,,
35.305,-3.0308,-58.787,-16.563,41.0,-13.43,,,,9.6422e-08,,
29.55,-3.2482,-49.536,-13.244,34.529,-12.617,,,,9.6477e-08,,
23.406,-3.2387,-39.768,-9.3014,28.159,-11.97,,,,9.6524e-08,,
16.755,-3.4393,-31.86,-4.9861,21.827,-11.294,,,,9.6564e-08,,
9.8057,-3.8345,-25.61,-1.1029,15.706,-10.515,,,,9.6597e-08,,
3.2245,-4.4027,-20.506,1.8709,10.144,-9.6842,,,,9.6623e-08,,
-2.0159,-5.1449,-16.459,4.002,5.4959,-8.9191,,,,9.6641e-08,,
-5.3147,-6.0244,-13.584,5.5458,2.007,-8.2987,,,,9.6643e-08,,
-7.0384,-6.9629,-11.813,6.7477,-0.25142,-7.826,,,,9.6635e-08,,
-8.0755,-7.8898,-10.48,7.8279,-1.6281,-7.4532,,,,9.6619e-08,,
-9.1569,-8.7856,-8.9554,9.0172,-2.8311,-7.1149,,,,9.6599e-08,,
-10.839,-9.6854,-7.2131,10.61,-4.3707,-6.7529,,,,9.6579e-08,,
-13.86,-10.639,-5.3828,13.026,-6.406,-6.3275,,,,9.6562e-08,,
-19.115,-11.623,-3.5707,16.588,-8.3844,-5.8173,,,,9.6541e-08,,
-24.146,-12.432,-1.7501,20.017,-8.8546,-5.2195,,,,9.6528e-08,,
-25.131,-12.696,0.15564,21.191,-8.6362,-4.5451,,,,9.6509e-08,,
-23.612,-12.07,2.0682,20.253,-8.3458,-3.7856,,,,9.6484e-08,,
-21.268,-10.556,3.9849,18.031,-8.1772,-2.8625,,,,9.6456e-08,,
-19.874,-10.004,6.3359,16.52,-9.3786,-1.5136,,,,9.6421e-08,,
-23.147,-11.521,5.9701,18.617,-13.471,-0.11374,,,,9.6377e-08,,
-33.881,-13.46,3.9874,25.004,-22.086,2.1225,,,,9.6326e-08,,
-51.199,-17.215,12.823,36.66,-34.599,3.9398,,,,9.6267e-08,,
-74.056,-24.123,27.326,52.667,-54.98,4.8415,,,,9.6226e-08,,
-98.023,-32.698,42.233,68.819,-73.593,4.6526,,,,9.6197e-08,,
-112.05,-38.846,49.523,78.902,-82.458,4.0883,,,,9.6153e-08,,
-106.87,-36.348,50.759,76.3,-78.866,3.5048,,,,9.6095e-08,,
-78.165,-18.031,45.498,53.016,-61.726,6.3058,,,,9.6026e-08,,
-25.536,27.033,41.641,1.5274,-34.42,24.326,,,,9.5946e-08,,
47.151,113.97,54.811,-79.001,-5.7529,83.042,,,,9.5858e-08,,
132.19,247.12,103.48,-188.41,11.368,176.56,,,,9.5763e-08,,
220.46,432.78,201.81,-325.53,5.4045,318.93,,,,9.5661e-08,,
304.19,666.44,352.19,-484.35,-28.524,510.76,,,,9.5552e-08,,
378.01,928.77,540.68,-652.52,-86.068,736.08,,,,9.5438e-08,,
438.22,1186.0,737.52,-811.32,-154.2,963.09,,,,9.5319e-08,,
482.04,1395.6,902.98,-938.08,-214.41,1150.6,,,,9.5196e-08,,
507.59,1516.5,997.84,-1011.3,-248.16,1258.6,,,,9.5068e-08,,
514.01,1521.7,996.06,-1017.2,-243.14,1260.4,,,,9.4937e-08,,
501.11,1408.5,895.11,-954.16,-198.48,1153.3,,,,9.4802e-08,,
468.55,1200.6,719.12,-833.99,-126.47,961.29,,,,9.4664e-08,,
415.45,941.47,512.29,-677.95,-49.488,728.14,,,,9.4523e-08,,
341.47,680.38,324.39,-510.51,7.5694,503.47,,,,9.438e-08,,
248.61,457.67,193.81,-352.74,26.513,326.69,,,,9.4234e-08,,
142.81,294.28,135.91,-217.91,2.4386,216.01,,,,9.4157e-08,,
33.73,190.4,141.6,-110.74,-55.493,167.01,,,,9.4045e-08,,
-67.171,131.98,185.61,-29.796,-128.98,160.01,,,,9.3914e-08,,
-149.72,100.15,238.63,29.587,-198.07,170.93,,,,9.3771e-08,,
-207.43,78.819,277.28,71.176,-247.3,179.95,,,,9.3622e-08,,
-237.73,58.422,288.96,97.363,-268.85,175.42,,,,9.3469e-08,,
-242.09,35.282,271.88,111.16,-262.56,154.93,,,,9.3312e-08,,
-226.23,9.7462,231.82,114.81,-234.0,124.04,,,,9.3154e-08,,
-196.67,-14.579,181.36,109.88,-191.52,87.083,,,,9.2994e-08,,
-160.9,-31.384,129.29,98.312,-146.38,51.414,,,,9.2833e-08,,
-125.86,-37.25,83.317,82.925,-107.72,24.937,,,,9.267e-08,,
-95.42,-34.649,49.988,66.453,-77.263,10.008,,,,9.2507e-08,,
-71.089,-27.441,28.007,51.105,-55.087,2.1034,,,,9.2342e-08,,
-54.096,-21.036,15.896,39.409,-40.992,-0.99147,,,,9.2178e-08,,
-44.473,-15.221,11.228,31.736,-33.92,-1.0843,,,,9.2012e-08,,
-39.921,-11.607,10.058,27.106,-31.05,0.10843,,,,9.1847e-08,,
-37.815,-10.492,10.018,24.717,-29.714,1.6268,,,,9.1681e-08,,
-37.058,-10.303,10.532,23.532,-29.158,2.8729,,,,9.1515e-08,,
-36.999,-10.187,11.152,23.005,-28.706,0.80437,,,,9.135e-08,,
-37.122,-9.7815,11.332,22.625,-27.867,-0.37497,,,,9.1184e-08,,
-35.582,-9.0598,7.6212,21.27,-26.219,-0.78166,,,,9.1019e-08,,
-30.91,-8.193,5.001,18.718,-21.572,-0.99394,,,,9.0854e-08,,
-26.767,-7.3624,3.8326,16.222,-18.1,-1.0866,,,,9.069e-08,,
-23.877,-6.6676,3.2034,14.324,-16.25,-1.1245,,,,9.0527e-08,,
-21.876,-6.127,2.7935,12.943,-15.252,-1.161,,,,9.0364e-08,,
-20.384,-5.7064,2.4555,11.901,-14.614,-1.2132,,,,9.0203e-08,,
-19.133,-5.3458,2.13,11.06,-14.07,-1.2631,,,,9.0042e-08,,
-17.98,-4.9825,1.8172,10.338,-13.499,-1.2724,,,,8.9883e-08,,
-16.89,-4.5673,1.5507,9.6908,-12.885,-1.2028,,,,8.9724e-08,,
-15.88,-4.0778,1.3642,9.0958,-12.261,-1.0333,,,,8.9567e-08,,
-14.971,-3.5267,1.2619,8.5455,-11.659,-0.77247,,,,8.941e-08,,
-14.165,-2.96,1.21,8.0422,-11.084,-0.45938,,,,8.9252e-08,,
-13.442,-2.4411,1.1493,7.5927,-10.523,-0.15255,,,,8.9091e-08,,
-12.771,-2.0265,1.0213,7.1997,-9.9565,0.088557,,,,8.8924e-08,,
-12.122,-1.7439,0.79096,6.8536,-9.3801,0.2224,,,,8.8742e-08,,
-11.474,-1.5835,0.45534,6.5312,-8.8115,0.23669,,,,8.853e-08,,
-10.824,-1.5075,0.037115,6.2057,-8.2819,0.14758,,,,8.8391e-08,,
-10.184,-1.4731,-0.42746,5.8632,-7.8206,-0.012887,,,,8.8254e-08,,
-9.5817,-1.4545,-0.9025,5.5129,-7.4409,-0.21516,,,,8.812e-08,,
-9.0412,-1.4491,-1.3709,5.1819,-7.1326,-0.44494,,,,8.7989e-08,,
-8.5747,-1.4668,-1.8413,4.8965,-6.866,-0.70033,,,,8.7862e-08,,
-8.1799,-1.5106,-2.3298,4.6688,-6.605,-0.97621,,,,8.7736e-08,,
-7.845,-1.5632,-2.8336,4.4932,-6.3213,-1.2506,,,,8.7614e-08,,
-7.5538,-1.5909,-3.3229,4.3513,-6.0033,-1.4858,,,,8.7495e-08,,
-7.2895,-1.5574,-3.7527,4.2213,-5.6555,-1.6418,,,,8.7379e-08,,
-7.0369,-1.4353,-4.0801,4.0832,-5.2938,-1.6887,,,,8.7266e-08,,
-6.7838,-1.2096,-4.2776,3.922,-4.9382,-1.613,,,,8.7156e-08,,
-6.5208,-0.88077,-4.3422,3.7274,-4.6041,-1.4212,,,,8.7049e-08,,
-6.24,-0.46844,-4.3022,3.4953,-4.2954,-1.1437,,,,8.6942e-08,,
-5.9344,-0.012123,-4.2184,3.2281,-4.0019,-0.83307,,,,8.6835e-08,,
-5.5992,0.4378,-4.1705,2.934,-3.7055,-0.55243,,,,8.6727e-08,,
-5.2324,0.83818,-4.2299,2.6212,-3.3903,-0.3552,,,,8.6615e-08,,
-4.834,1.1727,-4.4333,2.2912,-3.0513,-0.26674,,,,8.6527e-08,,
-4.404,1.4618,-4.7707,1.9343,-2.6952,-0.27651,,,,8.647e-08,,
-3.9395,1.7557,-5.1951,1.5316,-2.333,-0.34592,,,,8.6421e-08,,
-3.4324,2.1121,-5.6485,1.0601,-1.9707,-0.42856,,,,8.6377e-08,,
-2.871,2.5721,-6.0892,0.49687,-1.6068,-0.4908,,,,8.6337e-08,,
-2.2434,3.1502,-6.5026,-0.18267,-1.2354,-0.51838,,,,8.6301e-08,,
-1.5403,3.8459,-6.8872,-1.0129,-0.8554,-0.50649,,,,8.6269e-08,,
-0.75644,4.6719,-7.2318,-2.0489,-0.47534,-0.44409,,,,8.6249e-08,,
0.11307,5.6837,-7.5059,-3.3801,-0.11288,-0.30505,,,,8.6233e-08,,
1.0835,6.9968,-7.6698,-5.1411,0.21396,-0.048565,,,,8.6219e-08,,
2.1969,8.7869,-7.6929,-7.5,0.49736,0.38122,,,,8.6208e-08,,
3.5364,11.264,-7.5616,-10.574,0.74412,1.0701,,,,8.6202e-08,,
5.2281,14.573,-7.2706,-14.278,0.97036,2.1568,,,,8.6197e-08,,
7.4156,18.643,-6.8114,-18.277,1.1916,3.8033,,,,8.6194e-08,,
10.194,23.172,-6.1705,-22.204,1.4155,6.0787,,,,8.6192e-08,,
13.526,27.834,-5.3367,-25.879,1.6412,8.9294,,,,8.619e-08,,
17.23,32.469,-4.3065,-29.294,1.8631,12.297,,,,8.6188e-08,,
21.097,37.096,-3.0875,-32.525,2.0778,16.168,,,,8.6187e-08,,
25.004,41.849,-1.7034,-35.687,2.2915,20.467,,,,8.6187e-08,,
28.927,46.967,-0.19493,-38.951,2.5231,24.983,,,,8.6187e-08,,
32.883,52.767,1.3867,-42.552,2.8009,29.469,,,,8.6187e-08,,
36.879,59.403,2.9944,-46.739,3.1531,33.781,,,,8.6187e-08,,
40.897,66.571,4.6128,-51.621,3.5926,37.866,,,,8.6187e-08,,
44.899,73.683,6.295,-57.073,4.0973,41.765,,,,8.6187e-08,,
48.85,80.34,8.1929,-62.859,4.5999,45.72,,,,8.6187e-08,,
52.741,86.518,10.549,-68.786,5.0099,50.201,,,,8.6187e-08,,
56.597,92.522,13.55,-74.767,5.275,55.619,,,,8.6187e-08,,
60.476,98.916,16.979,-80.839,5.4407,61.876,,,,8.6187e-08,,
64.501,106.36,20.29,-87.145,5.6522,68.354,,,,8.6187e-08,,
68.958,115.27,23.373,-93.872,6.1077,74.492,,,,8.6187e-08,,
74.361,125.5,26.538,-101.18,7.029,80.2,,,,8.6187e-08,,
81.035,136.33,29.963,-109.17,8.6423,85.697,,,,8.6187e-08,,
88.536,147.02,33.677,-117.87,11.027,91.355,,,,8.6187e-08,,
96.105,157.2,37.76,-127.07,13.824,97.673,,,,8.6187e-08,,
103.32,167.05,42.388,-136.4,16.413,105.11,,,,8.6187e-08,,
110.11,177.15,47.719,-145.57,18.483,113.73,,,,8.6187e-08,,
116.54,187.89,53.639,-154.55,20.028,122.97,,,,8.6187e-08,,
122.73,199.1,59.515,-163.31,21.073,131.97,,,,8.6187e-08,,
128.91,210.33,64.469,-171.88,21.678,140.07,,,,8.6187e-08,,
135.52,221.32,68.021,-180.38,22.06,147.06,,,,8.6187e-08,,
143.04,231.98,70.217,-188.94,22.516,153.13,,,,8.6187e-08,,
151.34,242.09,71.469,-197.43,23.159,158.76,,,,8.6187e-08,,
159.38,251.23,72.559,-205.38,23.804,164.32,,,,8.6187e-08,,
165.79,258.95,74.461,-212.23,24.176,169.72,,,,8.6187e-08,,
169.74,265.07,77.874,-217.54,24.146,174.56,,,,8.6187e-08,,
171.1,269.61,82.743,-221.27,23.762,178.65,,,,8.6187e-08,,
170.23,272.86,88.233,-223.83,23.157,182.06,,,,8.6187e-08,,
167.91,275.42,93.401,-225.92,22.445,184.97,,,,8.6187e-08,,
165.31,277.88,97.792,-228.16,21.682,187.58,,,,8.6187e-08,,
163.66,280.58,101.34,-230.61,20.883,189.99,,,,8.6187e-08,,
163.52,283.51,104.03,-232.85,20.1,192.22,,,,8.6187e-08,,
164.51,286.42,105.72,-234.45,19.496,194.19,,,,8.6187e-08,,
165.81,288.89,106.21,-235.27,19.217,195.64,,,,8.6187e-08,,
166.92,290.39,105.32,-235.33,19.148,196.25,,,,8.6187e-08,,
167.63,290.3,103.09,-234.6,18.919,195.71,,,,8.6187e-08,,
167.86,288.01,99.804,-232.91,18.342,193.87,,,,8.6187e-08,,
167.56,283.4,95.965,-230.12,17.588,190.87,,,,8.6187e-08,,
166.66,276.83,92.036,-226.25,16.87,186.92,,,,8.6187e-08,,
164.95,268.75,88.204,-221.5,16.286,182.17,,,,8.6187e-08,,
162.21,259.66,84.384,-215.88,15.83,176.5,,,,8.6187e-08,,
158.18,250.02,80.371,-209.19,15.419,169.64,,,,8.6187e-08,,
152.5,240.13,76.037,-201.27,14.927,161.45,,,,8.6187e-08,,
145.01,230.12,71.465,-192.14,14.224,152.08,,,,8.6187e-08,,
136.11,220.02,66.903,-181.96,13.236,142.12,,,,8.6187e-08,,
126.51,209.66,62.479,-170.91,11.988,132.41,,,,8.6187e-08,,
116.68,198.7,58.024,-159.18,10.58,123.73,,,,8.6187e-08,,
106.86,186.81,53.254,-147.02,9.1337,116.27,,,,8.6187e-08,,
